Rank,Name,Rating,Release_year
4291,Lovely Muuuuuuuco! OVA,3.56,2016
4314,Future Card Buddyfight Triple D,3.56,2016
4399,Please tell me! Galko-chan OVA,3.55,2016
4410,Hikari Sasu Sora e,3.55,2016
4443,Mahou Sensei Negima! Tokubetsu Eizou,3.55,2016
4487,Rainbow Days OVA,3.54,2016
4496,Tantei Opera Milky Holmes: Fun Fun Pearly Night - Ken to Janet no Okurimono,3.54,2016
4538,Kacchikenee!,3.54,2016
4549,This Boy is a Professional Wizard,3.54,2016
4556,Izetta: The Last Witch,3.54,2016
4576,Osomatsu-san: Mutsugo to Ouma no Monogatari,3.54,2016
4579,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (Shinsaku),3.54,2016
4601,Pokemon Movie 19: Volcanion and the Mechanical Marvel,3.54,2016
4617,Please tell me! Galko-chan,3.53,2016
4657,Monster Strike The Movie,3.53,2016
4719,Nuwa Chengzhang Riji,3.53,2016
4726,Myriad Colors Phantom World,3.53,2016
4734,Opti-Morphs,3.53,2016
4735,Magical Girl Raising Project,3.53,2016
4741,Taiyi Xianmo Lu Zhi Ling Fei Ji,3.53,2016
4787,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,3.52,2016
4822,Keijo!!!!!!!!,3.52,2016
4838,Fate/Grand Order: First Order,3.52,2016
4862,Cute High Earth Defense Club LOVE! LOVE!,3.52,2016
4868,Hakuouki: Otogisoushi Special,3.52,2016
4883,"Last Exile: Fam, the Silver Wing Movie - Over the Wishes",3.51,2016
4912,Chi's Sweet Adventure,3.51,2016
4959,Haven't You Heard? I was Sakamoto,3.51,2016
4964,Tantei Opera Milky Holmes Movie: Milky Holmes' Counterattack,3.51,2016
4980,San Jian Hao Zhi Ban Mian Ren,3.51,2016
5012,Cheer Boys!!,3.51,2016
5018,Gundam Build Fighters Try: Island Wars,3.51,2016
5033,"Three Leaves, Three Colors",3.51,2016
5044,JADE,3.50,2016
5059,The Heroic Legend of Arslan OVA,3.50,2016
5074,Trickster OVA: Episode 00,3.50,2016
5096,Kurage-P: Chururira Chururira Daddadda!,3.50,2016
5100,The God of High School PV,3.50,2016
5132,Notes on Monstropedia,3.50,2016
5153,The Snack World: Hitogirai no Renny,3.50,2016
5223,Mafumafu: Yume no Mata Yume,3.49,2016
5272,Ninja Girl & Samurai Master,3.49,2016
5286,Turning Mecard W,3.49,2016
5351,Zhu Zhu Xia: Fan Wai - Pin Zhuang Tegong Dui,3.49,2016
5355,Hikari yo,3.49,2016
5373,Kemy Tamheomdae,3.49,2016
5379,Norman the Snowman: On a Night of Shooting Stars,3.49,2016
5393,Undefeated Bahamut Chronicle,3.49,2016
5394,Hitoshizuku-P × Yama△: Shukufuku no Messiah to Ai no Tou,3.49,2016
5402,Beyblade: Burst,3.48,2016
5419,6HP - Six Hearts Princess,3.48,2016
5420,Eve: Demon Dance Tokyo,3.48,2016
5438,Rage of Bahamut: Genesis - Short Stories,3.48,2016
5446,Mafumafu: Super Nuko ni Naritai,3.48,2016
5450,Mobile Suit Gundam Unicorn: A Phantom World,3.48,2016
5482,Overlord: Play Play Pleiades OVA,3.48,2016
5486,Danganronpa 3: Monokuma Gekijou,3.48,2016
5586,Bonobono (2016),3.47,2016
5593,Pinocchio-P: Kimi mo Warui Hito de Yokatta,3.47,2016
5629,Brave Witches,3.47,2016
5642,Eve: Sister,3.47,2016
5652,Cyborg 009: Call of Justice - Movie 2,3.47,2016
5665,Ninja Girl & Samurai Master Episode 0,3.47,2016
5672,Monster Strike: Mermaid Rhapsody,3.47,2016
5678,Zegapain ADP,3.47,2016
5701,ViVid Strike!,3.47,2016
5741,Mob Psycho Mini,3.46,2016
5784,Inazuma Eleven: Outer Code,3.46,2016
5808,Concrete Revolutio: The Last Song,3.46,2016
5850,Tsukiuta. The Animation,3.46,2016
5873,MIYAVI: Afraid To Be Cool,3.46,2016
5905,Myriad Colors Phantom World: The Polka Dot Miracle,3.45,2016
5931,Anne-Happy,3.45,2016
5932,Masamune Datenicle,3.45,2016
5943,The Testament of Sister New Devil BURST: Toujo Basara's Perfectly Peaceful Daily Life,3.45,2016
6032,Crayon Shin-chan Gaiden: Omocha Wars,3.45,2016
6048,Berserk (2016),3.45,2016
6068,Kamiwaza Wanda,3.44,2016
6102,Hakuouki: Otogisoushi,3.44,2016
6201,Out of My Mind,3.44,2016
6215,Tiger & Bunny: Too many cooks spoil the broth.,3.44,2016
6225,12-Sai: Chiccha na Mune no Tokimeki 2,3.44,2016
6228,Dream Festival!,3.44,2016
6238,Utawarerumono: The False Faces Specials,3.44,2016
6268,Mikito-P: 39 Music,3.43,2016
6284,Bump of Chicken: Answer,3.43,2016
6308,Aware! Meisaku-kun,3.43,2016
6335,Higanjima X,3.43,2016
6340,HoneyWorks: Daikirai na Hazu Datta,3.43,2016
6391,My Wife is the Student Council President+!,3.43,2016
6394,Scorching Ping Pong Girls,3.43,2016
6450,Scutes on my mind,3.42,2016
6462,B-PROJECT,3.42,2016
6477,Garakowa -Restore the World-,3.42,2016
6572,Chou Futsuu Toshi Kashiwa Densetsu,3.42,2016
6583,Zhu Zhu Xia: Guang Ming Shou Wei Zhe,3.42,2016
6594,Xiangsi,3.42,2016
6608,The Heroic Legend of Arslan: Dust Storm Dance Specials,3.41,2016
6614,Hundred,3.41,2016
6628,REBORN! x ēlDLIVE Special,3.41,2016
6666,Ametsuchi,3.41,2016
6687,Fragments,3.41,2016
6689,Serph: feather (overdrive version),3.41,2016
6720,Cyborg 009: Call of Justice - Movie 3,3.41,2016
6755,Phoenix Wright: Ace Attorney - Spirit of Justice Prologue,3.41,2016
6788,halyosy: Attakaito,3.41,2016
6789,IDOLiSH7: RESTART POiNTER,3.41,2016
6792,Robot Town Sagami 2028,3.41,2016
6828,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,3.40,2016
6833,Accel World Movie: Infinite Burst,3.40,2016
6886,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,3.40,2016
6904,Cyborg 009: Call of Justice - Movie 1,3.40,2016
6905,Sinbad: The Magic Lamp and the Moving Islands,3.40,2016
6914,My Wife Is the Student Council President! OVA,3.40,2016
6942,Ru Guo Wo Shi Ying Xiong,3.40,2016
6977,Kurage-P: Check Check Check One Two!,3.39,2016
6980,CoCO & NiCO,3.39,2016
6984,ONE OK ROCK: I Was King,3.39,2016
7050,Dimension W: Do Robots Dream of Bathhouses,3.39,2016
7096,Tokyo 7th Sisters: TRIGGER / Fire and Rose,3.39,2016
7099,Osiris no Tenbin -Season 2-,3.39,2016
7135,Haha no Supporter,3.39,2016
7191,(K)NoW_NAME: Harvest,3.38,2016
7208,Amanchu! Upyopyo Dive Tsukkome! Umi no Sekai!,3.38,2016
7214,"Fuyu no Chikai, Natsu no Matsuri: Takeoshi no Dai-Kusunoki",3.38,2016
7236,Mafumafu: Saezuri,3.38,2016
7242,Jungle Master Movie 2: Candy Planet,3.38,2016
7247,Mafumafu: Tachiiri kinshi,3.38,2016
7252,Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,3.38,2016
7271,Tokyo 7th Sisters: Twilight,3.38,2016
7287,Sushi and Beyond: New Year's Special,3.38,2016
7288,Rilakkuma: Korillakuma to Atarashii wo Tomodachi,3.38,2016
7306,Osomatsu-san: Short Film Series,3.38,2016
7320,Bubuki Buranki: The Gentle Giants of the Galaxy,3.38,2016
7361,Delete Beach,3.37,2016
7387,Terra Formars: Revenge,3.37,2016
7388,Magic of Stella,3.37,2016
7470,Yakusoku no Utsuwa: Arita no Hatsukoi,3.37,2016
7471,Tenohira no Niwa,3.37,2016
7482,Pokemon: The Magikarp Song,3.37,2016
7555,The Great Passage: Yokoku,3.36,2016
7560,Hybrid x Heart Magias Academy Ataraxia Specials,3.36,2016
7572,What Happens Before War,3.36,2016
7598,Neko Konogoro,3.36,2016
7638,Rewrite,3.36,2016
7689,Oh! 96-kku,3.36,2016
7733,Chobitto Zukan,3.35,2016
7734,Capsule Boy,3.35,2016
7736,Capsule Boy,3.35,2016
7770,Bary-san no Shokoku Manyuuki,3.35,2016
7779,Lamaze-P: Nanchoukei Danshi ga Taosenai,3.35,2016
7781,Utsu-P: Ikiteru Obake wa Ikiteiru,3.35,2016
7795,Kimi ni Maji Kyun!,3.35,2016
7805,Mafumafu: Batsu Game,3.35,2016
7878,Otona no Ikkyuu-san,3.35,2016
7898,Oba Ano Omamori,3.35,2016
7929,FLOWER FLOWER: Takaramono,3.35,2016
7932,Hikari: Kariya wo Tsunagu Monogatari,3.35,2016
7961,Long Riders! Recap,3.34,2016
7962,Lostorage Incited WIXOSS,3.34,2016
7973,Mobile Police Patlabor: Reboot,3.34,2016
7984,AOKANA: Four Rhythm Across the Blue,3.34,2016
7986,Historical,3.34,2016
7988,Touyu: Kawazuno Mekaridoki,3.34,2016
8030,Pinocchio-P: All I Need Are Things I like,3.34,2016
8053,Alita's Trail,3.34,2016
8060,The Highschool Life of a Fudanshi,3.34,2016
8094,Pororo the Little Penguin 6,3.34,2016
8104,Norn9: Goddess of Destiny,3.34,2016
8114,Re:ZERO -Starting Break Time From Zero-,3.34,2016
8139,Arctic Adventure: On Frozen Pond,3.33,2016
8175,FAKE TYPE. Tsuki,3.33,2016
8211,Koukaku no Pandora: Pandoradio,3.33,2016
8215,Otousan wa Ai no Hito,3.33,2016
8221,Tekkaman Blade II: Virgin Memory,3.33,2016
8228,Girlish Number,3.33,2016
8237,Hitori no Shita: The Outcast,3.33,2016
8255,Joker Game: Kuroneko Yoru no Bouken,3.33,2016
8258,Dagashi Kashi,3.33,2016
8273,SCL Project: The Last Supper,3.33,2016
8284,Spookiz Season 2,3.33,2016
8341,To Be Hero,3.32,2016
8345,Chuuko Video-ya no Onna Tenin X,3.32,2016
8346,Tokyo 7th Sisters: Winning Day / Lucky☆Lucky,3.32,2016
8350,Macross Delta Specials,3.32,2016
8362,Nisekoi: OVA,3.32,2016
8369,Otsukisama Light,3.32,2016
8374,Fate/Extella OP,3.32,2016
8384,March Comes in like a Lion Recap,3.32,2016
8394,40MeterP: Dare mo Shiranai Happy End,3.32,2016
8395,Sinbad: Night at High Noon and the Wonder Gate,3.32,2016
8397,Baki OVA,3.32,2016
8410,Megane,3.32,2016
8412,Garo: Crimson Moon Special,3.32,2016
8423,Love Live! x Watering KissMint Collaboration CM,3.32,2016
8425,Cure Miracle to Mofurun no Mahou Lesson,3.32,2016
8464,Tiny Twin Bears 3rd Season,3.32,2016
8495,Seven Mortal Sins: Tsumi no Kokuhaku Dennou Grimoire!,3.31,2016
8518,Tonkatsu DJ Agetarou,3.31,2016
8532,Occultic;Nine,3.31,2016
8541,"Three Leaves, Three Colors Specials",3.31,2016
8558,Battle Spirits: Double Drive,3.31,2016
8562,Last Note: Uchouten Vivace,3.31,2016
8566,Luger Code 1951,3.31,2016
8571,Ojisan and Marshmallow,3.31,2016
8573,Muzumuzu Eighteen,3.31,2016
8582,MIYAVI: Raise Me Up Teaser Video,3.31,2016
8591,Rilakkuma: Tebukuro wo Todoke ni,3.31,2016
8602,GOUACHE: RED,3.31,2016
8616,rerulili: Fashion Kiru,3.31,2016
8631,Lalala Lala-chan: Patapata Daisensou,3.31,2016
8644,Kaakaa Karasu no Kanzaburou,3.30,2016
8662,The [email protected]: Cinderella Girls Gekijou - 5 Shuunen Kinen Short Anime,3.30,2016
8676,Rilakkuma: Shiawase wo Yobu Kiiroitori Sennin,3.30,2016
8693,PJ Berri no Mogumogu Munyamunya,3.30,2016
8701,Fate/Kaleid Liner Prisma Illya 3rei!! Special,3.30,2016
8712,Fujinkoron CM: Fujinkoron-senpai,3.30,2016
8714,Shomin Sample Specials,3.30,2016
8723,Tayo the Little Bus 4,3.30,2016
8740,FAKE TYPE. Urban Caravan,3.30,2016
8754,Go! Go! Senkyo,3.30,2016
8759,rerulili: Rekishi no Jinbutsu Oboema SHOW!,3.30,2016
8779,Girl Friend Note,3.30,2016
8818,Monster Strike: Rain of Memories,3.29,2016
8824,Kagerou Daze: In a Day's,3.29,2016
8839,Shounen Sunday CM: Major 2nd,3.29,2016
8860,Bakuon!! no Kobeya,3.29,2016
8869,Yasamura Yasashi no Yasashii Sekai,3.29,2016
8870,Rifujin-jin,3.29,2016
8877,Rudolf the Black Cat,3.29,2016
8901,Inazma Delivery,3.29,2016
8928,Aimer: Everlasting Snow,3.29,2016
8935,Rilakkuma: Kyou mo Pukapuka Dararakko,3.29,2016
8967,"Neko mo, Ondake",3.29,2016
8987,Asa da yo! Kaishain,3.29,2016
8990,T.M. Revolution: Committed RED,3.29,2016
8998,Kimoshiba,3.28,2016
9005,The Gift,3.28,2016
9009,Usamaru,3.28,2016
9035,Warau kumo,3.28,2016
9050,Grimgar of Fantasy and Ash Special,3.28,2016
9071,Tayo the Little Bus Movie: Mission Ace,3.28,2016
9087,Hedgehogs,3.28,2016
9125,Toukiden 2,3.28,2016
9127,All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,3.28,2016
9130,Sangatsu no Phantasia: Hajimari no Sokudo,3.28,2016
9152,Keijo!!!!!!!! Specials,3.28,2016
9155,Trickster,3.28,2016
9174,Meow Meow Japanese History,3.28,2016
9191,Buddy Go! 2,3.28,2016
9212,Touken Ranbu: Hanamaru,3.27,2016
9213,Long Riders!,3.27,2016
9219,Hachioji-P: Kimagure Mercy,3.27,2016
9221,Buddy Go!,3.27,2016
9231,Panpaka Pants WO New!,3.27,2016
9246,Ima no Watashi ni Dekiru Koto...,3.27,2016
9256,Sekai no Owari: Present,3.27,2016
9261,My Wife Is the Student Council President! OVA: Okusama Gekijou,3.27,2016
9269,Schwarzesmarken,3.27,2016
9270,Matoi the Sacred Slayer,3.27,2016
9280,Akashic Re:cords OP,3.27,2016
9290,Norn9,3.27,2016
9298,Kumamiko: Girl Meets Bear Specials,3.27,2016
9308,Digimon Universe: Appli Monsters,3.27,2016
9316,Kangaeru Jikan,3.27,2016
9355,Sound! Euphonium 2 Specials,3.27,2016
9357,Lukas Graham: 7 Years,3.27,2016
9362,The Highschool Life of a Fudanshi Special,3.27,2016
9371,Mafumafu & Soraru: Wasurerarenbo,3.27,2016
9387,Ookina Onaka,3.26,2016
9389,Kano: Prima Stella,3.26,2016
9408,Hi-sCool! Seha Girls Special,3.26,2016
9421,Robber's Company,3.26,2016
9440,Mobile Suit Gundam 0083: Stardust Memory Picture Drama,3.26,2016
9463,Qualidea Code,3.26,2016
9465,rerulili: Disturb Maniac Girl,3.26,2016
9483,Rilakkuma: Korilakkuma no Funwari Kawaii Yume,3.26,2016
9485,Bananya,3.26,2016
9497,Tiger Mask W,3.26,2016
9503,Ozmafia!! Special,3.26,2016
9531,Tokyo 7th Sisters: Seventh Haven,3.26,2016
9545,rerulili: Lovely Ensemble,3.26,2016
9548,Shammy to Kage Boy,3.25,2016
9549,ORESAMA: Ginga,3.25,2016
9569,12-Sai: Chiccha na Mune no Tokimeki,3.25,2016
9610,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,3.25,2016
9671,Last Note: Esoragoto Spiral,3.25,2016
9686,Hikaru Utada: Sakura Nagashi,3.25,2016
9709,Gackt: Kimi dake no Boku de Iru kara,3.24,2016
9767,Mobile Suit Gundam-san: Hiyoko Days - Suisei Hiyoko to Fushigi na Ofuda,3.24,2016
9807,Under the Dog,3.24,2016
9812,Tokyu Plaza Ginza Open,3.24,2016
9814,Gakuen Handsome Special,3.24,2016
9821,Arui Tekoteko,3.24,2016
9840,Radio Wave,3.24,2016
9846,Uma Musume: Pretty Derby PV,3.24,2016
9851,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",3.24,2016
9901,Sangatsu no Phantasia: Cobalt World,3.23,2016
9949,Re:Petit Kara Hajimeru Isekai Seikatsu,3.23,2016
9976,iMarine Project: Dive to Blue MMD,3.23,2016
9991,Monster Strike: An Encore and Continuance - Pandora's Box,3.23,2016
10014,Moufu no Hi,3.23,2016
10016,Choujuu Giga,3.23,2016
10028,Neru: Dappou Rokku,3.23,2016
10053,Guomin Laogong Dai Huijia,3.22,2016
10060,Whiteeeen: Ai Uta - Since 2007,3.22,2016
10081,Seiyuu's Life! A Small After-Party!,3.22,2016
10094,Fanta x One Piece,3.22,2016
10095,Teekyuu 7,3.22,2016
10100,Poppin' Party: STAR BEAT! ~ Hoshinokodou ~,3.22,2016
10115,Tsubasa to Hotaru (2016),3.22,2016
10117,Washimo 4,3.22,2016
10152,Duel Masters Versus Revolution Final,3.22,2016
10156,Infinite Stratos 2: Infinite Wedding,3.22,2016
10166,The Breakaways: Girl Electric,3.22,2016
10173,Sore Ike! Sabuibo Mask,3.22,2016
10176,iMarine Project: Dive to Blue,3.22,2016
10218,Nishitesu CMs,3.21,2016
10223,Kamigami no Ki Special,3.21,2016
10227,Boruto: Jump Festa 2016 Special,3.21,2016
10232,Jie Mo Ren,3.21,2016
10246,Neko no Dayan: Fushigi Gekijou,3.21,2016
10270,"Stalker Higai, Mizen ni Fusegou ""Cafe Mizen""",3.21,2016
10272,Komorebi Mori no Ibaraido CM: Mori no Seirei to Asobou!,3.21,2016
10300,Gijinka de Manabo!,3.21,2016
10314,Noriyuki Makihara: Riyuu,3.21,2016
10318,Yokomin: Snow Bullet,3.21,2016
10325,Illion: Miracle,3.21,2016
10329,Kaijuu Sakaba Kanpai! Special,3.21,2016
10351,GJ8 Man,3.20,2016
10400,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,3.20,2016
10461,Aishen Qiaokeli-ing... Wanjie Jinian,3.20,2016
10463,Pop in Q,3.20,2016
10482,"Watashitachi, Luck Logic Bu! 2",3.20,2016
10517,"Watashitachi, Luck Logic Bu! 2",3.20,2016
10543,PePePePengiin,3.19,2016
10559,Teekyuu 8,3.19,2016
10576,Onizushi,3.19,2016
10583,Neko no Heishi ga Yuku,3.19,2016
10587,Fate/Grand Order: Sixth Singularity - Camelot Event PV,3.19,2016
10597,Tawawa on Monday Specials,3.19,2016
10614,Mayuge Dance,3.19,2016
10625,53rd Golden Horse Awards Opening Animation,3.19,2016
10632,Mirai no Watashi,3.19,2016
10637,iMarine Project: Marine Bloomin' MMD,3.19,2016
10646,Dragon Ball Z: The Real 4-D,3.19,2016
10690,Age of Obscure: Boubaku Jidai,3.18,2016
10691,"Sky Wizards Academy: Lecty, Animal Caretaker",3.18,2016
10716,Drifters: Kokuou-sama Goranshin,3.18,2016
10728,91 Days: Brief Candle,3.18,2016
10732,Kano: RERE,3.18,2016
10734,Hachioji-P: Blue Star,3.18,2016
10739,Yowai Robot to 10 no Story Project,3.18,2016
10782,"""Parade"" de Satie",3.18,2016
10783,Dongguo Xiaojie,3.18,2016
10792,Jewelpet Attack Chance!?,3.18,2016
10845,Ace Attorney,3.17,2016
10870,Kaze no Matasaburou (2016),3.17,2016
10875,Pinocchio-P: SAYONARA HUMAN,3.17,2016
10888,Majestic Prince: Wings to the Future,3.17,2016
10898,Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,3.17,2016
10905,Shuang Yue Zhi Cheng,3.17,2016
10906,Colorful Ninja Iromaki,3.17,2016
10910,*Luna: Main Character,3.17,2016
10928,Star Fox Zero: The Battle Begins,3.17,2016
10929,Fate/Grand Order: Seventh Singularity - Babylonia Event PV,3.17,2016
10966,halyosy: Shoutër,3.17,2016
10996,RIF: Tsuyoku,3.16,2016
11024,Muse: Aftermath,3.16,2016
11056,Gakuen Handsome: Legend of Sexy,3.16,2016
11069,Fastening Days 2,3.16,2016
11075,Lon: Junai Rhapsody,3.16,2016
11097,Peeping Life x Sanyo,3.16,2016
11112,Kekkon wo Iwau Usagi to Tora,3.15,2016
11123,halyosy: White Line,3.15,2016
11164,One Piece Film: Gold - Cine Mike Popcorn Kokuchi,3.15,2016
11178,Trick or Alice,3.15,2016
11192,Tobidase!! Buddy-kun,3.15,2016
11200,Glay: Kanojo wa Zombie,3.15,2016
11240,Bakuon!! OVA,3.15,2016
11246,Nameko: Sekai no Tomodachi,3.15,2016
11259,Taiko Super Kicks: Many Shapes,3.14,2016
11260,Elsword: Ain-ui Gieog Animation,3.14,2016
11269,Soutaisei Riron: Cerberus,3.14,2016
11282,Kakushigoto PV,3.14,2016
11317,The Hiatus: Clone,3.14,2016
11321,Kurage no Shokudou,3.14,2016
11335,ryo: Tsumi no Namae,3.14,2016
11344,"Hello Kitty, ""Dai te Yaru"" to Sasowareru? Hello Kitty x Toyama Shiritsu Tantei Perorich Collaboration",3.14,2016
11382,Jakusansei Million Arthur Specials,3.14,2016
11428,Miyavi: Fire Bird,3.13,2016
11434,Phantasy Star Online 2 The Animation,3.13,2016
11442,Gakuen Handsome: Haitoku no Lesson,3.13,2016
11451,Time Travel Girl,3.13,2016
11458,Mah: Dead End Street,3.13,2016
11481,Ooya-san wa Shishunki!,3.13,2016
11492,Balloon: Mirroring,3.13,2016
11524,Samurai Noodles: The Originator,3.13,2016
11536,Kick-Flight,3.13,2016
11544,Hybrid x Heart Magias Academy Ataraxia,3.12,2016
11552,Myriad Colors Phantom World: Limitless Phantom World,3.12,2016
11562,Show By Rock!! Short!!,3.12,2016
11567,Girls Beyond the Wasteland,3.12,2016
11577,Kawaijuku Manavis CM: Boku ni wa Boku no Michi ga Aru,3.12,2016
11582,melu: Troubled Night,3.12,2016
11587,Nanocore 2016 Xinnian Tebie Ban,3.12,2016
11595,Akari Nanawo & Neru: Happy ni Naritai,3.12,2016
11631,Poppin' Party: Yes! BanG_Dream!,3.12,2016
11635,Yamishibai: Japanese Ghost Stories 3rd Season,3.12,2016
11638,Fate/Grand Order: Fifth Singularity - E Pluribus Unum Event PV,3.12,2016
11655,Gakuen Handsome: Shuumatsu no Mellow Dance,3.12,2016
11673,Gakuen Handsome: Kagami no Naka no ME,3.12,2016
11675,Kazuyoshi Saito: Muddy Water,3.11,2016
11684,Kubbe Gachapin Mukku,3.11,2016
11685,Furidashi,3.11,2016
11693,Ojii-chan Chi e Ikou,3.11,2016
11696,Kagewani: Shou,3.11,2016
11712,Feed,3.11,2016
11722,Hamidashi CoroCoro,3.11,2016
11752,GReeeeN: beautiful days,3.11,2016
11775,Bakuon!!,3.11,2016
11787,King of Prism by Pretty Rhythm,3.11,2016
11796,Kinyoubi no Yakusoku,3.11,2016
11809,Metroid Short Animation,3.10,2016
11812,Queen's Blade: Grimoire,3.10,2016
11843,TAMTAM: Coffee People,3.10,2016
11905,Poppin' Party: Hashiri Hajimeta bakari no Kimi ni,3.10,2016
11915,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,3.10,2016
11944,Master of Torque Epilogue,3.09,2016
11955,"""Eiyuu"" Kaitai",3.09,2016
11996,Voyager PV,3.09,2016
12010,Shounen Ashibe: Go! Go! Goma-chan,3.09,2016
12016,ABC Tenkiyohou,3.09,2016
12025,"Wake Up, Girl Zoo! Miyagi PR de Go!",3.09,2016
12035,Nyanbo!,3.09,2016
12036,Cakes,3.09,2016
12041,Patisserie no Monster,3.09,2016
12078,Cocktail Prince: Making Love!!,3.08,2016
12097,Luck & Logic,3.08,2016
12100,Comet Lucifer: From Garden Indigo's Train Shorts,3.08,2016
12102,Nineko Gelee,3.08,2016
12118,Puzzle & Dragons X,3.08,2016
12133,Poor Vacation: Young Folks,3.08,2016
12155,Kumamiko: Girl Meets Bear,3.08,2016
12164,Yuuki Yuuna is a Hero: Baton of Courage,3.08,2016
12176,Master of Torque 3,3.08,2016
12190,Controller of Controller,3.07,2016
12212,Pinocchio-P: Yuusei Masshirake,3.07,2016
12218,Taboo-Tattoo,3.07,2016
12299,Kyoto Animation Koushiki Twitter: Itsumo Arigatou,3.06,2016
12300,Trigger-chan,3.06,2016
12330,Gakuen Handsome,3.06,2016
12360,Sarangeun Oneuldo Malgeum,3.06,2016
12375,Kakushin,3.06,2016
12390,Zulllu: Pluggin' Away,3.05,2016
12394,Girls Beyond the Wasteland OVA,3.05,2016
12413,Teekyuu 7 Specials,3.05,2016
12420,Active Raid Second,3.05,2016
12448,Irodorimidori: My Dearest Song,3.05,2016
12472,Haruchika: Haruta & Chika,3.05,2016
12476,Kimi no Machi nimo Ame wa Furu no Kai?,3.05,2016
12482,Cheer Boys!! The View We Seven Shared,3.05,2016
12495,Kinoshita: Miku Miku Miku Miku Mi,3.04,2016
12512,Kiitaro's youkai picture diary,3.04,2016
12534,Pandora in the Crimson Shell: Ghost Urn,3.04,2016
12543,Independent Animation Festival the 14th Opening Animation,3.04,2016
12558,Kano: nameless,3.04,2016
12581,ClassicaLoid,3.04,2016
12582,Scratch x One Piece Film: Gold,3.04,2016
12593,Ishifuro: Ryuu no Tani to Taiyou no Toride,3.04,2016
12617,in the blue shirt: Cluster A,3.03,2016
12623,Kinako Nishinakajima: QB House,3.03,2016
12673,Ketsuekigata-kun! 4,3.03,2016
12686,Gravity Rush The Animation: Overture,3.03,2016
12710,Dimension W: W Gate Online - Rose's Counseling Room,3.02,2016
12728,Kamigami no Ki,3.02,2016
12737,Tawawa on Monday,3.02,2016
12745,Seoul Station,3.02,2016
12776,Elsword: El-ui Yeoin,3.02,2016
12780,Viva Sherry: Xmas Song,3.02,2016
12806,Predawn: Universal Mind,3.01,2016
12819,Tokiwa Kitareri!!,3.01,2016
12834,TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,3.01,2016
12837,Suntory Minami Alps no Tennen Mizu,3.01,2016
12872,Aitata Bocchi,3.01,2016
12880,91 Daze,3.01,2016
12895,100% Pascal-sensei,3.00,2016
12926,Kick!,3.00,2016
12927,Chase the Rice Ball,3.00,2016
12945,Moving Colors,3.00,2016
12960,Matoi the Sacred Slayer Recap,3.00,2016
12984,Phantom of Kill,2.99,2016
12999,Persona 3 the Movie Meets “Walkman”,2.99,2016
13001,Eye Drops,2.99,2016
13012,Mattia Coletti & Oh Shu: 6 Songs,2.99,2016
13051,ClariS: Gravity,2.98,2016
13057,Monster Hunter Stories: RIDE ON,2.98,2016
13078,Heybot!,2.98,2016
13079,Mndsgn: Alluptoyou,2.98,2016
13110,Makura Izumi: Tsuugakuro,2.98,2016
13112,Miss Bernard said. Special,2.98,2016
13120,Mahou Shoujo Nante Mouiidesukara. Second Season,2.98,2016
13166,Nisshoku Natsuko: It Seems like a Frog,2.97,2016
13168,Teekyuu 6 Specials,2.97,2016
13175,Choco Kyouju no Oheya,2.97,2016
13202,Megane Super x Taka no Tsume (2016),2.97,2016
13206,Wild Life,2.97,2016
13228,Bubuki Buranki,2.96,2016
13241,Promised Town,2.96,2016
13330,Nejishiki: NukegaRide,2.95,2016
13351,Estima: Sense of Wonder,2.95,2016
13353,Soul Worker: Your Destiny Awaits,2.95,2016
13355,Kirin Hyoketsu: Atarashiku Ikou Animation Movie,2.95,2016
13359,Tabi Machi Late Show,2.95,2016
13419,Ojisan and Marshmallow: Hige-san and Marshmallow,2.94,2016
13440,Sengoku Choujuu Giga,2.93,2016
13464,Match Shoujo,2.93,2016
13476,Spring has come!,2.93,2016
13498,Flying Witch Petit Special,2.93,2016
13501,Himitsukessha Taka no Tsume GT,2.93,2016
13540,Irodorimidori: Heart Beat,2.92,2016
13562,Hakodate Musical,2.92,2016
13574,The Hotpantz: Nowhereland,2.91,2016
13593,The Lost Village,2.91,2016
13594,RoughSketch: Alice in Voodooland,2.91,2016
13672,Eye Drops Episode 0,2.90,2016
13692,Utopa,2.89,2016
13711,Battery,2.89,2016
13712,Irodorimidori: Brilliant Better,2.89,2016
13719,Time on the Planet,2.89,2016
13733,Tanoshii Saki Uta Animation,2.89,2016
13742,Gingirl,2.88,2016
13762,Sekkou Boys,2.88,2016
13812,Irodorimidori: Dokidoki Dream!!!,2.87,2016
13828,Kingsglaive: Final Fantasy XV - Fan Kansha Tokubetsu Movie,2.87,2016
13853,Big Order,2.86,2016
