Rank,Name,Rating,Release_year
13857,Usakame Special,2.86,2016
13875,"Watashitachi, Luck Logic Bu!",2.86,2016
13925,Divine Gate,2.85,2016
13949,Irodorimidori: Moushin Soloist Life!,2.85,2016
13963,Marron Ball,2.84,2016
13971,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,2.84,2016
13975,Yamaki x Taka no Tsume: Fuwatto Fuwatto Daisakusen Prologue,2.84,2016
13976,Yamaki x Taka no Tsume: Fuwatto Fuwatto Daisakusen,2.84,2016
13994,Kaijuu Girls,2.84,2016
14061,The Hotpantz: Beachside Lover,2.83,2016
14066,Bloodivores,2.83,2016
14069,Your Gay Thoughts: To Disappear,2.82,2016
14088,KochinPa! Dainiki,2.82,2016
14095,Octopus' Inconvenience,2.82,2016
14106,Cerberus,2.82,2016
14137,Ange Vierge,2.81,2016
14149,Miss Bernard said.,2.81,2016
14154,Shirai Kurako: Ebi Fry,2.81,2016
14222,Yakan Gakkou no Ura-sensei,2.79,2016
14252,Mahou Shoujo Nante Mouiidesukara.,2.79,2016
14266,Irodorimidori: Muteki We Are One!!,2.78,2016
14287,Flying Witch Petit,2.78,2016
14288,Nurse Witch Komugi R,2.78,2016
14306,Kawawawawawada,2.77,2016
14337,Zekkyou Gakkyuu: Tensei,2.76,2016
14343,Tonari no Onigiri-kun,2.76,2016
14344,"The Anthem of the Heart x Sony Hi-Res ""Walkman"" and Headphone",2.76,2016
14353,Pastel Kazoku,2.76,2016
14414,Megane Super x Taka no Tsume: Eye Care Ondo,2.74,2016
14476,Active Raid,2.73,2016
14521,Regalia: The Three Sacred Stars,2.72,2016
14533,First Love Monster,2.71,2016
14536,Endride,2.71,2016
14553,Usakame,2.71,2016
14556,Ken to Mahou no Logres: Inishie no Megami x Fate/Extella,2.71,2016
14564,Suicide Squad x Taka no Tsume,2.71,2016
14566,Desert Knight,2.71,2016
14582,RS Keikaku: Rebirth Storage,2.70,2016
14612,Shirome-chan no Uta,2.69,2016
14621,Time Bokan 24,2.68,2016
14675,Ani Tore!! XX,2.67,2016
14695,Chiryokumaru,2.66,2016
14714,Bikini Warriors OVA,2.65,2016
14722,Soul Buster,2.65,2016
14782,Hagane Orchestra,2.63,2016
14805,Pan de Peace!,2.61,2016
14817,Ozmafia!!,2.61,2016
14929,Zonmi-chan,2.55,2016
14978,Idol Memories,2.52,2016
14996,Naga Hamaraja,2.51,2016
15003,Cheating Craft,2.51,2016
15060,Sawako Kabuki: Natsu no Gero wa Fuyu no Sakana,2.45,2016
15061,1/100 Rice Planting,2.45,2016
15067,Crane Game Girls Galaxy!,2.45,2016
15100,Wagamama High Spec,2.42,2016
15111,Rainy Cocoa in Hawaii,2.41,2016
15146,The Glass Mask Year 3 Class D,2.37,2016
15148,Tokyogurashi!,2.37,2016
15167,Onigiri,2.36,2016
15179,Scared Rider Xechs,2.34,2016
15196,Ao Oni The Blue Monster,2.32,2016
15197,Onara Gorou,2.31,2016
15244,Konnichiwa Onara Gorou,2.23,2016
15272,Nazotokine,2.17,2016
15299,Crane Game Girls,2.08,2016
15301,Dead World,2.07,2016
15315,Sushi Police,2.03,2016
15328,3D Onara Gorou ga Dance Dance Dance!!,1.92,2016
15329,Ragnastrike Angels,1.92,2016
15353,Mahou Shoujo? Naria Girls,1.71,2016
15361,Love Bites,1.48,2016
15484,mayumi,,2016
15505,Koala's Goodbye Song,,2016
15518,Line Rangers (2016),,2016
15531,Mi Le Mi Ke: Shenqi Haitun Dao,,2016
15588,Zombie Dumb,,2016
15609,Neru: Jailbreak,,2016
15654,HYPONeX Japan: Shokubutsu no Kimochi-hen,,2016
15667,Mi Le Mi Ke: Shenqi Haitun Dao 2nd Season,,2016
15682,McDull: Fan Bao Qibing,,2016
15717,Sanpou Shoujo,,2016
15734,Maiasa Taihen Nandesu,,2016
15751,The Curious Kitty & Friends,,2016
15752,Little Mole and Panda,,2016
15757,Dalbit Gunggwol,,2016
15775,Maeumui Sori,,2016
15831,Ai no Kakato,,2016
15850,Xin Hulu Xiongdi,,2016
15854,XXX: Seungmuwon,,2016
15857,Miraijin Go Home,,2016
15863,Sheng Si Hui Fang,,2016
15913,At The Mouth Of Summer,,2016
15953,Petal,,2016
15959,towa,,2016
16041,Pleasant Goat and Big Big Wolf: Man Jing Tou,,2016
16102,Hello Jadoo Movie,,2016
16180,Seijaku,,2016
16181,Kasa,,2016
16187,I think you're a little confused,,2016
16245,Ma Shen,,2016
16260,My Father's Room,,2016
16266,Regalia: The Three Sacred Stars Recaps,,2016
16267,Sounds Over Seas,,2016
16282,Choegangjeonsa Mini-teukgongdae: Yeongung-ui Tansaen,,2016
16293,Gyuunyuu no Fumoto,,2016
16336,Awakened Seed,,2016
16360,RED FOREST,,2016
16365,calling you,,2016
16374,Mo Jing Lieren 3rd Season,,2016
16404,Dear Little Tim,,2016
16430,SofyRuby,,2016
16432,Zukkoke Sannin-gumi no Bousai Kyoushitsu,,2016
16575,Pleasant Goat and Big Big Wolf: Marching to the New Wonderland,,2016
16591,Yong Zhe Da Mao Xian 2nd Season,,2016
16597,Tobot Athlon,,2016
16633,Korogashi-ya no Pun,,2016
16668,Complex x Complex,,2016
16693,PAELLAS: Fire,,2016
16699,Dou Long Zhanshi 4,,2016
16701,Dou Long Zhanshi Movie,,2016
16784,(K)NoW_NAME: Knew day,,2016
16788,Shaonian Jinyiwei: Xuzhang,,2016
16808,Mooretsu 50-nen Tarou,,2016
16828,Smells like Coffee Spirit,,2016
16829,Violent Magic Orchestra: Halved,,2016
16831,the_girl_2,,2016
16854,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next 2,,2016
16883,Rainbow Ruby,,2016
16899,Appa Eoril Jeogen,,2016
16919,Ippou Nippon Mukashibanashi,,2016
16941,Pittanko! Nekozakana,,2016
17020,Shenmi Shijie Lixian Ji Movie 3,,2016
17035,Steel Fire Brigade Fire Robo,,2016
17041,Tomica Hyper Series: NEXT STAGE,,2016
17060,Yichan Xiao Heshang,,2016
17066,Reminisce me with the time of a day,,2016
17096,Ji Jia Shou Shen Zhi Baolie Feiche,,2016
17107,Daaree,,2016
17127,Power Battle Watch Car: Blazing Race,,2016
17147,Brick Games,,2016
17211,Roto Spread,,2016
17226,Seer 6th Season,,2016
17232,man of many arms,,2016
17260,Pleasant Goat Fun Class: Animals & Plants,,2016
17277,Braid,,2016
17298,Pleasant Goat Fun Class: Sports are Fun,,2016
17308,In Inertia,,2016
17340,Ankeeto,,2016
17350,The North Face Japan CM: Baby 2016 Spring & Summer,,2016
17362,Xiong Chu Mo Season 6: Xiari Lian Lian Kan,,2016
17363,Xiong Chu Mo Season 7: Qiu Ri Tuan Tuan Zhuan,,2016
17386,Jin Guang Yu Jiu Jie: Dong Huang Zhan Ying,,2016
17396,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,,2016
17400,Pleasant Goat and Big Big Wolf: The Little Detective,,2016
17403,Seer 7th Season,,2016
17409,Cao Jingling,,2016
17445,Magic Adventures: The Crystal of Dark,,2016
17516,GG Dou 2nd Season,,2016
17517,Qimiao Mengjing,,2016
17523,Grand Marche no Meikyuu OP,,2016
17524,Sanuki Film Festival 2016 Opening Animation,,2016
17544,group_inou: CATCH,,2016
17564,Kami no Ue no Pilot,,2016
17578,Chao Shen Xueyuan: Zhi Hei Jia,,2016
17579,Madoromi no Shuumatsu,,2016
17633,Love is in small things,,2016
17765,Kuma no Gakkou Movie 2: Jackie no Ohoshi-sama,,2016
17804,Colorful Taiyou Tour,,2016
17834,Japanese Chess,,2016
17996,Guobao Te Gong: Shuigou Da Taowang,,2016
18084,Look at Me Only,,2016
18150,Echo Chamber,,2016
18171,Hen Xi You,,2016
18187,"Kirai, Demo, Suki",,2016
18190,Adult Swim ID (Masanobu Hiraoka),,2016
18211,Zukkoke Sannin-gumi no Jitensha Kyoushitsu,,2016
18241,Fu Yu Nu,,2016
18282,CHARON Pluto’s lonesomeness,,2016
18323,The North Face Japan: A Guide to Your Clean Down,,2016
18461,"Nee, Koko ni Iru.",,2016
12,Haikyuu!! Second Season,4.51,2015
47,One-Punch Man,4.43,2015
49,Gintama°,4.43,2015
66,JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,4.37,2015
69,Kamisama Kiss: Kako-hen,4.37,2015
84,Kuroko's Basketball 3,4.36,2015
116,Kamisama Kiss 2nd Season,4.33,2015
147,The Boy and the Beast,4.30,2015
152,Mushishi Zoku Shou: Suzu no Shizuku,4.29,2015
168,Noragami Aragoto,4.28,2015
195,Kuroko's Basketball: The Greatest Present,4.26,2015
197,Food Wars! Shokugeki no Souma,4.26,2015
214,Fate/stay night: Unlimited Blade Works 2,4.25,2015
234,Haikyuu!! Movie 2: Shousha to Haisha,4.24,2015
246,Haikyuu!! Movie 1: Owari to Hajimari,4.23,2015
253,Ace of the Diamond: Second Season,4.23,2015
266,Overlord,4.22,2015
276,Assassination Classroom,4.22,2015
287,"Haikyuu!! vs. ""Akaten""",4.21,2015
317,Owarimonogatari,4.19,2015
353,Junjou Romantica 3,4.17,2015
359,Death Parade,4.17,2015
393,Beyond the Boundary Movie: I'll Be Here - Future,4.16,2015
397,Girls und Panzer der Film,4.16,2015
412,Snow White with the Red Hair,4.15,2015
420,One-Punch Man: Road to Hero,4.15,2015
421,Mobile Suit Gundam: The Origin,4.15,2015
427,Junjou Romantica OVA 2,4.14,2015
436,My Teen Romantic Comedy SNAFU TOO!,4.14,2015
440,Free! Eternal Summer - Forbidden All Hard!,4.14,2015
460,High Speed! -Free! Starting Days-,4.13,2015
461,One Piece: Episode of Sabo,4.13,2015
468,Baby Steps 2,4.13,2015
482,Durarara!! X2,4.13,2015
484,Noragami Aragoto OVA,4.13,2015
499,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,4.12,2015
505,Gintama: Jump Festa 2015,4.12,2015
516,Yona of the Dawn OVA,4.12,2015
528,Non Non Biyori Repeat,4.11,2015
530,Durarara!! X2 The Second Arc,4.11,2015
547,GATE,4.10,2015
559,Detective Conan Movie 19: The Hellfire Sunflowers,4.10,2015
560,My Love Story!!,4.10,2015
562,Is It Wrong to Try to Pick Up Girls in a Dungeon?,4.10,2015
564,Working!!! Lord of the Takanashi,4.10,2015
571,Mobile Suit Gundam: Iron-Blooded Orphans,4.09,2015
607,Working!!!,4.08,2015
631,One-Punch Man Specials,4.08,2015
667,Charlotte,4.07,2015
673,Hozuki's Coolheadedness OVA,4.06,2015
691,Seraph of the End: Battle in Nagoya,4.06,2015
699,Initial D Legend 2: Racer,4.05,2015
717,The Labyrinth of Grisaia,4.05,2015
722,Dragon Ball Super,4.05,2015
725,Psycho-Pass: The Movie,4.05,2015
737,The Eden of Grisaia,4.04,2015
785,The Anthem of the Heart,4.03,2015
797,Durarara!! X2: My Heart Is in the Pattern of a Hot Pot,4.02,2015
805,High School DxD BorN,4.02,2015
832,Lupin III: Part IV,4.01,2015
846,Yuru Yuri San☆Hai!,4.01,2015
853,Love Live! The School Idol Movie,4.01,2015
870,Your lie in April: Moments,4.00,2015
882,Shouwa Genroku Rakugo Shinjuu OVA,4.00,2015
923,Attack on Titan Movie 2: The Wings of Freedom,3.99,2015
928,Seraph of the End,3.99,2015
951,Knights of Sidonia: Battle for Planet Nine,3.98,2015
954,Plastic Memories,3.98,2015
991,The Seven Deadly Sins OVA,3.97,2015
1003,Pokemon XY&Z,3.97,2015
1008,K: Return of Kings,3.97,2015
1013,To Love Ru: Darkness 2nd Specials,3.97,2015
1023,Sound! Euphonium,3.97,2015
1063,Little Witch Academia: The Enchanted Parade,3.95,2015
1067,The Heroic Legend of Arslan,3.95,2015
1073,Meiji Tokyo Renka Movie: Yumihari no Serenade,3.95,2015
1079,Mr. Osomatsu,3.95,2015
1151,Yowamushi Pedal The Movie,3.94,2015
1154,Chivalry of a Failed Knight,3.94,2015
1162,Boruto: Naruto the Movie,3.94,2015
1183,Yuru Yuri Nachu Yachumi!+,3.93,2015
1190,Yamada-kun and the Seven Witches,3.93,2015
1219,Tokyo Ghoul √A,3.93,2015
1221,Gangsta.,3.93,2015
1228,To Love Ru: Darkness 2nd,3.92,2015
1252,Kikuo: Aishite Aishite Aishite,3.92,2015
1256,Beyond the Boundary Movie: I'll Be Here - Past,3.92,2015
1273,School-Live!,3.91,2015
1297,Is the Order a Rabbit?? Season 2,3.91,2015
1304,Mobile Suit Gundam: Thunderbolt,3.91,2015
1315,Aria the Avvenire,3.90,2015
1350,Durarara!! X2 The Second Arc: Onoroke Chakapoko,3.90,2015
1357,High School DxD BorN Specials,3.90,2015
1389,High School DxD BorN: Yomigaeranai Fushichou,3.89,2015
1407,Digimon Adventure Tri. Movie 1: Reunion,3.88,2015
1440,Ushio and Tora TV,3.88,2015
1494,Nisekoi:,3.87,2015
1514,Persona 3 the Movie 3: Falling Down,3.86,2015
1542,Blood Blockade Battlefront,3.86,2015
1565,Seraph of the End: The Beginning of the End,3.86,2015
1580,Dragon Ball Z Movie 15: Resurrection 'F',3.85,2015
1622,Hetalia: The World Twinkle Specials,3.85,2015
1631,Aoki Hagane no Arpeggio: Ars Nova Cadenza,3.84,2015
1635,Angel Beats! Hell's Kitchen,3.84,2015
1648,Ajin Movie 1: Shoudou,3.84,2015
1684,Hetalia: The World Twinkle,3.84,2015
1720,Kuroko's Basketball 3: NG-shuu,3.83,2015
1741,Tokyo Ghoul: Jack,3.83,2015
1743,Date a Live Movie: Mayuri Judgement,3.83,2015
1770,Noblesse: Pamyeol-ui Sijak,3.82,2015
1775,Trinity Seven OVA,3.82,2015
1803,Tamayura: Sotsugyou Shashin Movie 3 - Akogare,3.82,2015
1833,Prison School,3.81,2015
1936,Haiyore! Nyaruko-san F,3.80,2015
1938,Tamayura: Sotsugyou Shashin Movie 2 - Hibiki,3.80,2015
1942,Beyond the Boundary: Yakusoku no Kizuna,3.80,2015
2011,Aoharu x Machinegun,3.79,2015
2022,Go! Princess Pretty Cure,3.79,2015
2025,Kindaichi Shounen no Jikenbo Returns (2015),3.79,2015
2027,Fate/stay night: Unlimited Blade Works 2 - Sunny Day,3.79,2015
2044,Beautiful Bones: Sakurako’s Investigation,3.78,2015
2081,Seraph of the End: Battle in Nagoya Specials,3.78,2015
2086,One Piece: Adventure of Nebulandia,3.78,2015
2088,Food Wars! Jump Festa 2015 Special,3.78,2015
2094,Hello!! KINMOZA!,3.78,2015
2095,Ghost in the Shell: The New Movie,3.78,2015
2102,"High School DxD NEW: Oppai, Tsutsumimasu!",3.78,2015
2112,Girl,3.78,2015
2151,Tokyo Ghoul: Pinto,3.77,2015
2156,Hifuu Katsudou Kiroku: The Sealed Esoteric History,3.77,2015
2157,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,3.77,2015
2172,Wolf Girl and Black Prince OVA,3.77,2015
2176,Saekano: How to Raise a Boring Girlfriend,3.77,2015
2209,PriPara 2,3.76,2015
2256,Strike the Blood: Kingdom of the Valkyria,3.76,2015
2272,Himouto! Umaru-chan,3.75,2015
2286,Aoharu x Machinegun: This is a Battlefield for Beasts!,3.75,2015
2287,Aldnoah.Zero 2nd Season,3.75,2015
2327,Shen Ming Zhi Zhou,3.75,2015
2341,I Can’t Understand What My Husband Is Saying: 2nd Thread,3.75,2015
2395,Joker 2,3.74,2015
2427,God Eater,3.73,2015
2450,Rokka: Braves of the Six Flowers,3.73,2015
2456,Lupin III: Part IV Specials,3.73,2015
2461,Tamayura: Sotsugyou Shashin Movie 1 - Kizashi,3.73,2015
2467,Uta no Prince-sama: Maji Love Revolutions,3.73,2015
2469,Fafner Exodus 2nd Season,3.73,2015
2486,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,3.73,2015
2493,Tobidasu PriPara: Minna de Mezase! Idol☆Grand Prix,3.73,2015
2509,Ghost in the Shell: Arise - Alternative Architecture,3.72,2015
2519,Aoki Hagane no Arpeggio: Ars Nova DC,3.72,2015
2553,Yowamushi Pedal: Re:ROAD,3.72,2015
2564,Sore Ike! Anpanman: Mija to Mahou no Lamp,3.72,2015
2577,Magical Suite Prism Nana,3.72,2015
2599,"Sound! Euphonium: Ready, Set, Monaka",3.71,2015
2637,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari Da Nyan!,3.71,2015
2693,Monster Musume no Iru Nichijou,3.70,2015
2738,The Asterisk War,3.70,2015
2793,Hikawa Maru Monogatari,3.69,2015
2852,Utawarerumono: The False Faces,3.68,2015
2865,Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,3.68,2015
2869,Seraph of the End Specials,3.68,2015
2874,Aikatsu! 4,3.68,2015
2889,Doraemon Movie 35: Nobita no Space Heroes,3.68,2015
2892,Hero Company,3.68,2015
2959,Symphogear GX,3.67,2015
2964,Future Card Buddyfight 100,3.67,2015
2988,Endless Night,3.67,2015
3018,Fate/kaleid Liner Prisma Illya 2wei Herz!,3.67,2015
3046,World Break: Aria of Curse for a Holy Swordsman,3.67,2015
3050,"Detective Conan: Happy New Year, Kogorou Mouri",3.66,2015
3159,Ze Tian Ji,3.65,2015
3183,The Testament of Sister New Devil BURST,3.65,2015
3190,City Hunter: Ryou no Propose,3.65,2015
3234,Seraph of the End: Jump Festa 2015 Special,3.64,2015
3242,Bureau of Proto Society,3.64,2015
3255,The [email protected]: Cinderella Girls Second Series,3.64,2015
3308,Amagi Brilliant Park: No Time to Take It Easy!,3.64,2015
3311,The Testament of Sister New Devil BURST Specials,3.64,2015
3335,Miss Hokusai,3.63,2015
3350,"Wake Up, Girls! Movie 2: Beyond the Bottom",3.63,2015
3353,Dog Days'',3.63,2015
3392,Kindaichi Shounen no Jikenbo Returns: Akechi Keibu no Jikenbo,3.63,2015
3442,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",3.62,2015
3461,Sore Ike! Anpanman: Rhythm de Utaou! Anpanman Natsumatsuri,3.62,2015
3462,Timing,3.62,2015
3521,Knights of Sidonia Movie,3.62,2015
3572,Hua Jianghu Zhi Lingzhu,3.61,2015
3605,Monkey King: Hero Is Back,3.61,2015
3661,Young Black Jack,3.60,2015
3691,Classroom of the Elite PV,3.60,2015
3713,Ojarumaru: Wasureta Mori no Hinata,3.60,2015
3748,Gatchaman Crowds Insight,3.60,2015
3768,Cardfight!! Vanguard G: GIRS Crisis,3.60,2015
3773,Yong Zhe Da Mao Xian,3.60,2015
3812,Qin Shi Mingyue Tebie Pian: Dizi Jiang Xi,3.59,2015
3827,Aoki Uru: Overture,3.59,2015
3831,Yankee-kun na Yamada-kun to Megane-chan to Majo,3.59,2015
3853,Wo Jiao Bai Xiaofei,3.59,2015
3854,The Testament of Sister New Devil,3.59,2015
3866,"The Testament of Sister New Devil: Toujo Basara's Hard, Sweet Daily Life",3.59,2015
3896,Attack on Titan: Junior High,3.59,2015
3899,Heavy Object,3.59,2015
3993,"Wake Up, Girls! Movie 1: The Shadow of Youth",3.58,2015
4040,Shi Wan Ge Leng Xiaohua Movie,3.57,2015
4063,The Perfect Insider,3.57,2015
4070,The [email protected]: Cinderella Girls,3.57,2015
4115,Anata wo Zutto Aishiteru,3.57,2015
4141,Momokuri,3.57,2015
4177,Fafner Exodus,3.56,2015
4208,Maria the Virgin Witch,3.56,2015
4265,Shin Atashinchi,3.56,2015
4290,Himouto! Umaru-chan S,3.56,2015
4292,LocoDol OVA,3.56,2015
4354,Anti-Magic Academy: The 35th Test Platoon,3.55,2015
4374,Kanadian Families: Episode Zero,3.55,2015
4377,The Case of Hana & Alice,3.55,2015
4458,Castle Town Dandelion,3.55,2015
4467,Dog Days'' Specials,3.54,2015
4483,Chibi Maruko-chan Movie: Italia kara Kita Shounen,3.54,2015
4505,Pretty Cure All Stars: Haru no Carnival♪ - Ima Koko kara,3.54,2015
4513,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Dai Shuugeki,3.54,2015
4534,Sayonara Ponytail: Hikaru machi e,3.54,2015
4535,Saint Seiya: Soul of Gold,3.54,2015
4557,12-Sai. 2nd Season,3.54,2015
4587,"Actually, I Am…",3.54,2015
4632,PriPara Movie: Minna Atsumare! Prism Tours,3.53,2015
4649,Gatchaman Crowds Insight: Inbound,3.53,2015
4658,Fox Spirit Matchmaker,3.53,2015
4667,Fw: Hamatora,3.53,2015
4668,Go! Princess Pretty Cure Movie: Go! Go!! Grand 3-Part Movie!!!,3.53,2015
4779,The Labyrinth of Grisaia Special,3.52,2015
4781,Saki: Episode of Side A - Kuro's Birthday,3.52,2015
4850,My Wife Is the Student Council President! Okusama Gekijou,3.52,2015
4861,Aishen Qiaokeli-ing...,3.52,2015
4910,Malta no Bouken 2,3.51,2015
4971,Kaiketsu Zorori Movie 3: Uchuu no Yuusha-tachi,3.51,2015
4973,The Testament of Sister New Devil Specials,3.51,2015
5015,Infinity Nado 3,3.51,2015
5077,Doushitemo Eto ni Hairitai,3.50,2015
5112,Neko Enikki,3.50,2015
5185,Aikatsu! Music Award: Minna de Shou wo Moracchaima SHOW!,3.50,2015
5198,Robot on the Road,3.50,2015
5210,Hitoshizuku-P x Yama△: EveR ∞ LastinG ∞ NighT,3.49,2015
5230,Aki no Kanade,3.49,2015
5250,Overlord: Play Play Pleiades,3.49,2015
5258,Pigtails,3.49,2015
5294,Samurai Warriors: Samurai Warriors High School,3.49,2015
5297,Yuuyake Dandan,3.49,2015
5311,Shimajirou to Ookinaki,3.49,2015
5314,Hitoshizuku-P x Yama△: Crazy ∞ nighT,3.49,2015
5360,Hitoshizuku-P x Yama△: Re:birthed,3.49,2015
5362,Yakyuubu Aruaru,3.49,2015
5391,Turning Mecard,3.49,2015
5445,Hitoshizuku-P x Yama△: Twilight ∞ nighT,3.48,2015
5485,Ultimate Otaku Teacher,3.48,2015
5501,Shomin Sample,3.48,2015
5505,The Empire of Corpses,3.48,2015
5509,Show By Rock!!,3.48,2015
5534,HoneyWorks: Kotoba no Iranai Yakusoku,3.48,2015
5541,Chaika: The Coffin Princess OVA,3.48,2015
5549,Garo The Animation: Home,3.48,2015
5580,Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,3.47,2015
5581,One Piece: Long Ring Long Land-hen,3.47,2015
5584,The Eden of Grisaia Specials,3.47,2015
5611,Hammerhead,3.47,2015
5624,Kurousa-P: Cantarella,3.47,2015
5662,Good Morning!!! Doronjo,3.47,2015
5792,Tensai Bakavon: Yomigaeru Flanders no Inu,3.46,2015
5807,Lord of Vermilion III Special Anime Movie,3.46,2015
5812,Mitchie M: News 39,3.46,2015
5839,Tansa Quest! (2015),3.46,2015
5848,Cassette Girl,3.46,2015
5849,Absolute Duo,3.46,2015
5861,Ling Yu,3.46,2015
5864,Jin: Outer Science (2015),3.46,2015
5876,Saekano: How to Raise a Boring Girlfriend: Fan Service of Love and Youth,3.46,2015
5921,Feng Wei Ying Xiong,3.45,2015
5948,RAM WIRE: Bokura no Te ni wa Nani mo Nai Kedo,3.45,2015
5965,Zenryoku Yobikou 5.5 Seminar Prologue,3.45,2015
5980,Zhu Zhu Xia Movie 3: Zhong Ji Jue Zhan - Qian Ye Pian,3.45,2015
5984,Sinbad: A Flying Princess and a Secret Island,3.45,2015
6006,Mikito-P: Akaito,3.45,2015
6018,Kyoufu! Zombie Neko,3.45,2015
6067,Harmony,3.44,2015
6085,Hot Minute: Gudetama,3.44,2015
6105,Pokemon Movie 18: Hoopa and the Clash of Ages,3.44,2015
6110,Osiris no Tenbin,3.44,2015
6174,Sanzoku Diary,3.44,2015
6264,Yi Wan Nian Yi Hou,3.43,2015
6291,Evangelion: Another Impact,3.43,2015
6377,IDOLiSH7: MEMORiES MELODiES,3.43,2015
6385,mothy: Nanatsu no Tsumi to Batsu,3.43,2015
6386,Ying Xiong Bie Nao,3.43,2015
6404,Pretty Cure All Stars: Haru no Carnival♪,3.43,2015
6406,Missing you,3.43,2015
6426,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,3.42,2015
6431,The Snack World (2015),3.42,2015
6493,RIN-NE,3.42,2015
6519,Puella Magi Madoka Magica: Concept Movie,3.42,2015
6561,Fate/Kaleid Liner Prisma Illya 2wei! OVA,3.42,2015
6646,Kotori Samba,3.41,2015
6657,Mizuko no Bouya,3.41,2015
6658,Obake-chan,3.41,2015
6698,STARMYU,3.41,2015
6709,Dog Days'': Limone Resort Tenbou Onsen!,3.41,2015
6719,Power Plant No.33,3.41,2015
6757,I can Friday by day!,3.41,2015
6769,Minna Atsumare! Falcom Gakuen SC Special,3.41,2015
6786,Zhu Zhu Xia: Wu Ling Shou Wei Zhe,3.41,2015
6812,Heibai Wushuang,3.40,2015
6845,Jewelpet Magical Change,3.40,2015
6872,Burnout Syndromes: Bungaku Shoujo,3.40,2015
6906,Rilakkuma: Honey & Smile,3.40,2015
6917,Seiyuu's Life!,3.40,2015
6925,The Heroic Legend of Arslan Specials,3.40,2015
6932,Dance with Devils,3.40,2015
6933,Handsome Kenya: Kurou Shiro,3.40,2015
6941,Pikaia!,3.40,2015
6963,Kotowaza Gundam-san,3.40,2015
6995,Kimi no Kokoro wa Kagayaiteru Kai?,3.39,2015
